customer_id,account_age_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,average_transaction_value,median_transaction_value,total_spend,days_since_last_success,previous_recovery_attempts,previous_recoveries,customer_segment
C100678,58,2,1,1,0.7476,1630.0,1336.17,1534.73,73,0,0,new
C100679,375,24,20,4,0.8506,1812.87,1416.3,31190.48,40,1,1,regular
C100680,22,3,3,0,0.9156,860.95,762.35,2533.45,17,1,1,new
C100681,447,34,31,3,0.9249,2647.91,2113.94,75835.29,63,1,1,regular
C100682,38,3,2,1,0.7384,663.7,607.27,1431.77,61,0,0,new
C100683,108,29,26,3,0.903,4270.11,3863.97,97265.09,87,2,2,regular
C100684,760,22,20,2,0.9077,9029.27,7340.29,183186.05,51,1,1,regular
C100685,1050,10,10,0,0.9874,5203.62,4366.05,48748.54,89,1,1,regular
C100686,867,47,45,2,0.9627,3141.24,2468.6,128919.14,33,2,2,regular
C100687,482,67,66,1,0.9896,52014.95,47986.32,3819855.17,72,2,2,high_value
C100688,1027,8,7,1,0.8751,16273.29,13836.98,114442.93,115,0,0,regular
C100689,399,15,14,1,0.9374,7015.7,6672.75,93076.42,70,1,0,regular
C100690,489,42,35,7,0.8284,4343.05,4044.07,163230.28,81,0,0,regular
C100691,139,31,27,4,0.8726,2728.93,2373.24,81488.15,44,2,2,regular
C100692,856,41,41,0,0.995,3108.63,2440.94,125239.54,81,1,1,regular
C100693,884,25,25,0,0.9881,6767.1,5798.32,153044.34,100,0,0,regular
C100694,420,93,83,10,0.8961,14596.09,12522.97,1391138.94,104,0,0,high_value
C100695,913,22,17,5,0.7942,4507.27,3875.57,73381.79,109,0,0,regular
C100696,205,13,11,2,0.8375,10661.6,10755.71,106916.3,36,1,1,regular
C100697,819,30,26,4,0.8692,4924.94,4035.96,112809.83,101,0,0,regular
C100698,930,17,15,2,0.8997,2355.14,1989.65,31340.6,41,1,1,regular
C100699,292,48,40,8,0.835,16622.98,16286.79,753295.5,104,1,1,regular
C100700,603,21,19,2,0.8952,12955.84,12982.24,279145.99,0,4,4,regular
C100701,1101,19,19,0,0.995,6078.65,5424.52,115769.3,109,0,0,regular
C100702,30,4,3,1,0.8721,5927.4,5391.63,18807.16,25,0,0,new
C100703,918,28,26,2,0.9231,3833.93,3039.1,109629.62,24,0,0,regular
C100704,664,12,10,2,0.8489,6950.06,6768.87,70698.52,67,0,0,regular
C100705,809,26,21,5,0.8117,3490.18,3220.37,76965.4,61,1,1,regular
C100706,774,16,13,3,0.8363,1995.37,1785.78,29573.74,18,1,1,regular
C100707,802,37,30,7,0.8092,21311.16,18170.28,576527.16,64,0,0,regular
C100708,948,30,27,3,0.9145,1935.09,1715.47,46585.67,96,3,2,regular
C100709,1090,37,35,2,0.933,5379.59,5145.44,202578.35,58,1,1,regular
C100710,1274,83,76,7,0.9121,28113.63,22473.64,2266967.38,69,1,1,high_value
C100711,1118,37,34,3,0.9189,6132.98,5529.71,188875.62,101,0,0,regular
C100712,775,20,20,0,0.995,4264.25,3361.57,80229.73,21,0,0,regular
C100713,1333,35,35,0,0.995,14137.11,13647.13,522298.13,39,2,2,high_value
C100714,433,28,27,1,0.9562,4889.67,4061.57,131797.87,107,1,1,regular
C100715,43,1,1,0,0.7231,2845.3,2836.23,3181.17,19,1,0,new
C100716,802,19,18,1,0.9543,4495.1,4019.8,89095.71,30,2,2,regular
C100717,69,1,1,0,0.8314,5192.68,4620.16,5172.62,32,0,0,new
C100718,387,45,36,9,0.7896,2036.86,1764.91,76997.82,98,2,2,regular
C100719,1020,79,74,5,0.937,12834.97,11601.87,990665.32,17,2,2,high_value
C100720,533,35,31,4,0.8773,6205.88,5344.05,168839.17,44,0,0,regular
C100721,794,49,43,6,0.8779,5100.92,4419.35,214443.48,48,1,1,regular
C100722,64,2,2,0,0.8245,1914.59,1583.26,3760.12,9,1,1,new
C100723,1520,23,22,1,0.9551,25261.88,21797.25,622013.74,14,1,1,high_value
C100724,25,2,2,0,0.8015,458.73,447.18,1023.51,45,1,1,new
C100725,33,3,3,0,0.8788,2639.89,2214.78,6868.66,10,1,1,new
C100726,967,40,38,2,0.9415,6532.02,6382.46,273919.75,117,1,1,regular
C100727,15,1,1,0,0.7875,2416.67,2384.56,2497.64,54,1,1,new
C100728,608,7,7,0,0.9328,11383.79,10699.85,68121.44,0,0,0,regular
C100729,1068,24,21,3,0.8906,7728.42,6085.08,156534.49,72,0,0,regular
C100730,547,23,22,1,0.9516,4286.37,3920.52,105279.19,90,0,0,regular
C100731,17,1,1,0,0.8702,6482.74,6352.8,6207.03,72,1,1,new
C100732,77,2,2,0,0.7947,1732.16,1503.15,3647.7,68,0,0,new
C100733,547,11,10,1,0.9357,2017.56,1710.64,20573.04,11,0,0,regular
C100734,61,1,1,0,0.7922,5318.26,4558.44,5461.63,87,0,0,new
C100735,953,30,29,1,0.9623,6013.66,5301.27,173391.71,116,0,0,regular
C100736,109,49,49,0,0.995,2949.44,2350.24,143757.06,43,0,0,regular
C100737,1004,32,31,1,0.9831,2330.59,1950.81,80975.5,14,1,1,regular
C100738,86,41,37,4,0.9047,8136.3,7609.6,293259.74,25,0,0,regular
C100739,419,43,37,6,0.8553,5107.82,4563.31,171493.44,79,1,1,regular
C100740,70,3,3,0,0.9016,5104.22,4284.29,14943.91,77,1,1,new
C100741,59,4,3,1,0.7654,1416.68,1421.51,4547.0,106,0,0,new
C100742,618,15,14,1,0.9407,2465.59,2098.05,34261.88,48,1,1,regular
C100743,45,2,2,0,0.8699,2315.32,1877.81,4953.08,106,2,2,new
C100744,998,40,39,1,0.9815,3997.05,3308.93,143715.78,33,0,0,regular
C100745,94,44,36,8,0.8266,4441.81,3780.78,163875.47,61,1,0,regular
C100746,734,49,40,9,0.812,18732.86,16960.99,831212.57,78,0,0,regular
C100747,740,20,18,2,0.9019,7580.04,6033.08,137640.07,33,1,1,regular
C100748,137,11,9,2,0.8594,7847.04,7730.79,73522.15,44,0,0,regular
C100749,801,43,36,7,0.8345,23020.64,22804.12,873198.59,99,0,0,regular
C100750,653,26,23,3,0.8718,5667.92,4854.03,139735.64,69,1,1,regular
C100751,837,48,41,7,0.8643,4835.1,4671.07,189335.59,73,2,1,regular
C100752,399,36,33,3,0.9106,2993.83,2766.08,102555.94,74,0,0,regular
C100753,351,16,14,2,0.8728,3429.95,3371.32,46811.67,94,0,0,regular
C100754,898,20,18,2,0.8777,1317.6,1115.32,22941.04,116,0,0,regular
C100755,882,32,29,3,0.9097,7230.67,6698.9,208129.38,47,0,0,regular
C100756,244,22,21,1,0.9709,2104.18,1677.97,42965.69,42,0,0,regular
C100757,1473,97,89,8,0.9155,11081.07,8668.37,845936.55,109,1,1,high_value
C100758,52,2,1,1,0.6758,1640.23,1623.71,1759.31,57,2,2,new
C100759,1005,34,31,3,0.9235,4859.39,4133.84,154452.5,111,2,1,regular
C100760,290,6,5,1,0.899,4387.05,3890.87,19550.31,105,1,1,regular
C100761,20,3,3,0,0.9321,2581.8,2157.42,7190.77,88,0,0,new
C100762,23,3,2,1,0.7793,4231.86,4191.38,8745.66,86,1,1,new
C100763,14,1,1,0,0.9925,840.57,733.22,845.11,113,0,0,new
C100764,261,28,28,0,0.9827,25366.5,20876.34,757868.42,32,2,1,high_value
C100765,53,4,3,1,0.8335,3493.7,3234.88,10447.24,54,0,0,new
C100766,32,3,3,0,0.9629,1206.6,1000.64,3994.04,65,0,0,new
C100767,34,3,2,1,0.731,1940.83,1635.28,3389.61,23,1,1,new
C100768,46,1,1,0,0.8041,2979.38,2805.0,3080.55,62,0,0,new
C100769,331,6,5,1,0.832,9348.08,9443.55,44939.28,78,1,1,regular
C100770,123,23,22,1,0.9584,3529.04,3391.95,73139.96,60,0,0,regular
C100771,948,36,31,5,0.8646,5736.15,4645.1,201487.21,78,2,1,regular
C100772,814,9,7,2,0.8047,3506.69,2998.27,27225.94,12,1,1,regular
C100773,158,27,26,1,0.9614,6939.8,6739.43,163314.28,58,0,0,regular
C100774,48,4,3,1,0.8716,2583.43,2185.67,6721.29,111,0,0,new
C100775,277,33,30,3,0.903,3843.4,3680.51,128005.68,31,0,0,regular
C100776,519,38,32,6,0.8551,2429.09,2169.73,70019.04,54,1,1,regular
C100777,16,4,4,0,0.923,3211.68,3186.81,14497.19,74,0,0,new
C100778,389,47,46,1,0.9829,7841.97,6792.68,336632.48,75,1,1,regular
C100779,1120,11,9,2,0.8131,2275.36,2285.14,19935.47,21,0,0,regular
C100780,302,32,26,6,0.8162,5625.4,4937.89,126295.14,13,0,0,regular
C100781,812,62,55,7,0.8918,19964.13,19051.7,1110390.34,90,1,1,high_value
C100782,559,6,5,1,0.9084,3331.08,2754.29,15100.13,63,0,0,regular
C100783,501,47,41,6,0.8802,4072.88,3695.69,163535.32,108,1,1,regular
C100784,1469,53,50,3,0.9397,16633.56,14212.25,936321.03,118,1,0,high_value
C100785,1175,15,15,0,0.9753,2770.87,2169.74,38477.89,19,1,1,regular
C100786,66,7,6,1,0.9267,2607.13,2307.17,16275.94,43,1,1,regular
C100787,588,35,33,2,0.9436,3909.63,3211.37,117483.19,98,0,0,regular
C100788,195,29,27,2,0.9263,9687.39,9784.85,270178.96,35,1,1,regular
C100789,554,7,6,1,0.9106,11828.55,11521.73,66482.1,23,0,0,regular
C100790,763,49,41,8,0.8324,4241.04,4060.73,183353.69,18,1,1,regular
C100791,529,37,31,6,0.8483,2935.28,2608.88,98381.32,60,0,0,regular
C100792,412,25,21,4,0.8289,8521.11,7176.35,199379.06,45,0,0,regular
C100793,88,1,1,0,0.7484,2051.91,1760.23,2309.59,111,0,0,new
C100794,40,2,2,0,0.9015,1903.21,1577.85,3511.01,115,1,1,new
C100795,431,25,21,4,0.823,4382.98,3999.27,81798.1,9,0,0,regular
C100796,79,4,3,1,0.7641,2404.45,2343.63,6236.33,108,0,0,new
C100797,59,4,3,1,0.8029,2134.06,1760.55,6825.41,10,0,0,new
C100798,169,14,12,2,0.8458,2556.3,1996.7,27794.15,86,0,0,regular
C100799,106,10,9,1,0.8725,4976.29,4031.52,48819.62,115,0,0,regular
C100800,649,10,8,2,0.8428,3195.41,2845.91,29127.95,41,1,1,regular
C100801,837,20,19,1,0.9464,3773.79,2960.4,64129.59,19,1,0,regular
C100802,354,22,20,2,0.8999,6517.63,5714.55,121879.49,7,0,0,regular
C100803,289,20,19,1,0.9589,3680.84,2969.25,70440.85,41,0,0,regular
C100804,32,3,3,0,0.8342,1645.1,1325.73,4832.48,114,0,0,new
C100805,19,3,2,1,0.6719,1965.92,1869.64,3844.48,55,1,1,new
C100806,899,13,13,0,0.995,11169.36,11391.4,132878.67,50,1,1,regular
C100807,90,3,3,0,0.9476,2851.33,2357.12,9552.78,0,0,0,new
C100808,198,37,37,0,0.9871,4829.47,4033.1,188424.85,79,2,2,regular
C100809,1121,96,96,0,0.995,51324.77,43684.58,4415542.21,22,0,0,high_value
C100810,63,4,3,1,0.8313,4940.02,4784.05,12616.79,82,0,0,new
C100811,61,2,2,0,0.8781,1786.82,1610.66,3855.25,99,0,0,new
C100812,845,50,47,3,0.9406,22662.06,20780.26,910416.33,92,1,1,high_value
C100813,464,25,22,3,0.8907,4735.59,4314.89,116072.93,62,1,1,regular
C100814,56,4,4,0,0.9735,2176.86,2187.67,8784.3,78,1,1,new
C100815,246,9,8,1,0.8867,7150.28,5637.03,64582.81,47,1,1,regular
C100816,921,18,16,2,0.8758,7701.44,6299.01,133272.79,85,0,0,regular
C100817,318,15,13,2,0.8532,11829.05,10311.47,171970.05,81,0,0,regular
C100818,632,14,14,0,0.9766,5205.37,4669.88,78205.64,22,0,0,regular
C100819,992,23,20,3,0.8636,12891.89,10408.2,263764.14,38,0,0,regular
C100820,58,2,2,0,0.8261,4350.15,4325.62,7846.96,93,2,2,new
C100821,365,19,16,3,0.8234,4340.54,4091.77,74191.55,52,0,0,regular
C100822,184,44,40,4,0.9118,1654.76,1660.94,68023.17,28,1,1,regular
C100823,943,43,36,7,0.8406,4737.05,4764.49,168214.14,119,0,0,regular
C100824,843,5,4,1,0.8392,11463.45,10351.59,46659.81,104,1,1,regular
C100825,51,1,1,0,0.7524,3630.74,3575.27,3339.11,92,0,0,new
C100826,736,49,48,1,0.9734,4728.25,4524.09,220448.72,50,1,1,regular
C100827,275,31,29,2,0.9364,4968.95,4305.71,127853.69,66,0,0,regular
C100828,858,22,21,1,0.9405,7919.7,7426.81,161811.74,113,0,0,regular
C100829,889,27,24,3,0.9022,3565.81,3596.68,84730.4,63,1,1,regular
C100830,401,14,12,2,0.8899,2670.98,2573.13,35491.99,99,0,0,regular
C100831,594,22,21,1,0.9575,6334.93,6019.82,134118.27,101,0,0,regular
C100832,440,47,41,6,0.8762,2880.73,2400.37,132597.55,96,0,0,regular
C100833,95,32,31,1,0.9601,1495.97,1465.26,52884.95,72,0,0,regular
C100834,205,24,24,0,0.9842,13575.96,11858.87,281737.96,41,3,3,regular
C100835,1154,10,9,1,0.8595,7848.29,7297.17,72693.13,40,0,0,regular
C100836,579,45,39,6,0.8683,13930.91,13132.03,510582.23,97,0,0,regular
C100837,1049,94,90,4,0.9565,33482.45,30256.68,3331027.72,50,0,0,high_value
C100838,110,37,30,7,0.822,6768.61,5548.51,202697.67,29,0,0,regular
C100839,462,18,16,2,0.8818,5617.01,5321.49,78496.59,22,1,1,regular
C100840,72,1,1,0,0.809,3311.3,2779.3,3028.19,73,1,1,new
C100841,498,12,10,2,0.8473,6118.65,5162.23,64378.37,115,0,0,regular
C100842,1199,21,21,0,0.9895,3228.89,2616.79,59255.19,45,1,1,regular
C100843,617,35,31,4,0.884,2369.17,2200.45,70779.99,78,0,0,regular
C100844,80,3,2,1,0.7878,1905.94,1540.33,4236.84,37,0,0,new
C100845,955,6,5,1,0.8691,9766.64,8427.17,41936.03,47,0,0,regular
C100846,92,16,14,2,0.9014,2148.21,2134.21,31845.1,48,0,0,regular
C100847,66,12,10,2,0.8554,2168.79,1927.48,22829.62,43,3,3,regular
C100848,57,3,2,1,0.7277,5187.8,5160.21,9817.62,101,0,0,new
C100849,1458,87,80,7,0.9201,26432.48,23743.03,1868913.81,108,1,1,high_value
C100850,21,1,1,0,0.849,2027.07,1668.12,1785.28,32,0,0,new
C100851,56,1,1,0,0.7619,1446.91,1392.13,1650.59,43,1,0,new
C100852,1113,10,8,2,0.8311,5935.77,5133.42,50006.49,2,0,0,regular
C100853,1171,34,29,5,0.8556,39608.78,40081.65,1105921.55,90,1,1,high_value
C100854,397,7,6,1,0.8517,9716.62,8190.24,64133.39,84,0,0,regular
C100855,991,27,22,5,0.8298,7024.13,6864.79,136141.77,100,0,0,regular
C100856,796,30,28,2,0.9243,4573.02,4108.98,113713.64,67,1,1,regular
C100857,1117,39,36,3,0.9237,4442.1,4362.64,145406.35,109,0,0,regular
C100858,227,20,18,2,0.9132,5632.05,4640.4,109392.58,16,0,0,regular
C100859,745,6,6,0,0.9531,3731.79,3478.33,21778.75,44,0,0,regular
C100860,87,25,24,1,0.9624,1691.06,1364.96,42321.36,53,0,0,regular
C100861,467,24,24,0,0.995,7058.07,6869.79,155797.42,91,0,0,regular
C100862,73,33,28,5,0.8386,6810.89,5697.7,206569.65,26,0,0,regular
C100863,564,9,9,0,0.995,1131.38,998.58,11103.92,39,0,0,regular
C100864,83,2,2,0,0.995,1462.61,1371.1,2849.1,11,0,0,new
C100865,1313,25,25,0,0.9883,18523.77,16574.54,422705.28,113,0,0,high_value
C100866,421,38,31,7,0.8099,2287.58,2211.94,73681.73,54,1,1,regular
C100867,546,49,41,8,0.827,4306.4,4070.24,163645.26,1,0,0,regular
C100868,84,3,3,0,0.995,1457.08,1182.12,3910.02,28,0,0,new
C100869,894,38,38,0,0.995,12186.45,11767.61,479172.28,68,1,1,regular
C100870,363,10,9,1,0.911,8816.68,7773.1,79657.43,58,1,1,regular
C100871,46,2,2,0,0.8448,4095.7,3782.22,8887.98,61,0,0,new
C100872,1236,31,31,0,0.995,21048.34,17511.75,611843.18,7,0,0,high_value
C100873,1006,38,32,6,0.8306,17915.76,15793.49,526058.68,105,1,1,regular
C100874,603,39,38,1,0.9625,3093.34,3019.47,122502.48,99,0,0,regular
C100875,292,32,29,3,0.9045,4469.99,4480.28,137448.58,25,0,0,regular
C100876,112,22,22,0,0.995,6123.79,6156.17,131221.87,43,0,0,regular
C100877,1136,38,36,2,0.9477,3120.66,2958.45,110401.12,10,1,1,regular
C100878,927,26,25,1,0.9598,12961.71,10355.61,287446.39,15,0,0,regular
C100879,237,34,30,4,0.8955,3388.8,3003.26,100731.36,101,1,1,regular
C100880,144,32,27,5,0.8445,1955.52,1615.92,60106.35,13,0,0,regular
C100881,207,25,21,4,0.8576,3284.09,3111.43,60973.3,42,1,1,regular
C100882,847,78,78,0,0.995,19931.93,16318.85,1586391.58,119,1,1,high_value
C100883,985,18,17,1,0.9646,2787.58,2828.33,40541.95,38,0,0,regular
C100884,17,1,1,0,0.7939,2432.16,2010.64,2304.75,82,2,2,new
C100885,993,28,27,1,0.9672,6306.67,4998.99,183620.37,12,1,1,regular
C100886,62,33,30,3,0.9182,2178.68,2140.44,66677.16,104,1,1,regular
C100887,21,4,3,1,0.8734,1826.36,1513.22,4790.59,110,1,1,new
C100888,62,2,2,0,0.995,3774.51,2965.87,7439.93,109,1,1,new
C100889,1155,26,24,2,0.9281,6858.75,6252.01,143823.43,75,0,0,regular
C100890,602,14,13,1,0.8969,3257.0,3298.09,40734.55,116,1,1,regular
C100891,1021,40,37,3,0.9253,12522.38,10571.39,500712.26,83,0,0,high_value
C100892,336,22,19,3,0.8671,3795.12,3332.47,66877.67,45,1,1,regular
C100893,34,2,2,0,0.9156,1100.7,921.2,2170.62,107,1,1,new
C100894,519,17,17,0,0.995,6145.53,5616.5,104484.7,32,0,0,regular
C100895,461,16,15,1,0.9264,3596.6,3083.97,59666.58,101,2,2,regular
C100896,898,17,16,1,0.9571,5996.31,5528.16,85046.91,111,0,0,regular
C100897,672,18,17,1,0.9443,3513.17,3143.32,60627.22,54,0,0,regular
C100898,61,3,2,1,0.7748,3389.16,3399.13,5824.19,27,2,1,new
C100899,567,27,25,2,0.9323,5970.64,5617.2,131055.72,19,1,1,regular
C100900,132,26,25,1,0.952,18666.03,17617.42,427553.3,64,0,0,regular
C100901,66,12,11,1,0.9078,3677.82,3298.09,43122.64,80,0,0,regular
C100902,14,2,2,0,0.773,3750.42,3198.19,6468.21,70,0,0,new
C100903,714,48,40,8,0.8375,3051.82,2610.38,138372.09,78,0,0,regular
C100904,1552,42,39,3,0.9212,13255.68,11942.81,505753.39,3,1,1,high_value
C100905,912,25,21,4,0.8495,3421.92,2826.7,79160.96,5,0,0,regular
C100906,1079,18,17,1,0.9548,6706.91,5444.55,104504.11,31,1,1,regular
C100907,83,1,1,0,0.8301,1818.08,1580.58,1729.61,107,2,1,new
C100908,1151,6,6,0,0.9651,5373.53,4359.62,34436.97,60,2,1,regular
C100909,1122,6,5,1,0.8791,3768.28,3147.96,18158.57,40,1,1,regular
C100910,762,39,34,5,0.8626,3346.96,3040.4,114052.26,79,0,0,regular
C100911,664,42,39,3,0.9327,2596.02,2517.16,110637.79,51,1,1,regular
C100912,553,50,47,3,0.9309,19939.03,16628.06,979613.48,17,1,1,high_value
C100913,487,48,44,4,0.9252,11803.83,11449.71,571701.56,61,1,1,high_value
C100914,1282,54,54,0,0.995,26278.52,20595.26,1243002.13,83,0,0,high_value
C100915,279,40,38,2,0.9497,13146.01,13399.54,515744.47,109,0,0,high_value
C100916,34,3,3,0,0.889,1353.19,1223.37,4182.82,44,2,2,new
C100917,27,3,2,1,0.6744,669.95,599.08,1382.95,20,0,0,new
C100918,212,15,15,0,0.9852,5299.92,4961.44,81616.96,103,1,1,regular
C100919,132,38,30,8,0.78,5100.62,4560.17,163294.11,44,0,0,regular
C100920,19,1,1,0,0.7595,741.28,650.79,817.79,18,2,2,new
C100921,841,47,40,7,0.8553,8311.05,7222.6,305474.04,60,0,0,regular
C100922,780,39,36,3,0.9259,5756.7,5841.2,182655.89,7,0,0,regular
C100923,186,22,19,3,0.8694,8369.13,8258.32,138690.44,119,2,1,regular
C100924,83,4,4,0,0.9717,2155.67,1941.35,7739.11,93,1,1,new
C100925,181,11,10,1,0.9175,1962.4,1924.62,20542.11,52,2,1,regular
C100926,69,1,1,0,0.9194,2867.29,2339.08,2795.46,65,1,1,new
C100927,903,9,8,1,0.8919,2525.18,2290.5,19289.26,47,0,0,regular
C100928,396,10,9,1,0.9154,8472.6,7524.01,85631.42,56,0,0,regular
C100929,122,5,5,0,0.9207,1256.22,1077.8,7035.15,112,1,1,regular
C100930,424,40,37,3,0.9363,3397.21,3398.65,127163.2,87,0,0,regular
C100931,983,38,35,3,0.9099,3109.69,3046.87,107484.25,79,0,0,regular
C100932,223,45,37,8,0.8274,3686.4,3677.93,127003.59,117,0,0,regular
C100933,967,49,44,5,0.8896,5263.19,4907.67,228794.48,19,0,0,regular
C100934,588,48,45,3,0.9464,5707.72,4967.39,249983.14,108,0,0,regular
C100935,221,49,43,6,0.8698,6605.61,6352.19,242027.59,21,0,0,regular
C100936,490,85,84,1,0.9861,13788.52,11114.32,1248083.53,31,0,0,high_value
C100937,55,3,2,1,0.6064,2168.13,2135.04,4256.34,77,0,0,new
C100938,825,37,33,4,0.8969,15947.47,12549.17,482509.88,16,2,2,regular
C100939,22,2,2,0,0.8748,600.76,586.57,1261.45,56,1,1,new
C100940,483,11,9,2,0.8057,3731.78,3541.25,33058.71,40,1,0,regular
C100941,781,48,42,6,0.8695,4145.21,3321.27,164369.96,1,0,0,regular
C100942,23,1,1,0,0.7677,1888.52,1539.67,1736.01,22,0,0,new
C100943,131,19,19,0,0.995,5596.03,4972.48,92262.27,53,1,1,regular
C100944,748,8,8,0,0.995,2511.59,2139.8,20110.91,10,0,0,regular
C100945,1136,20,18,2,0.913,2802.06,2768.86,48552.41,112,1,1,regular
C100946,956,5,5,0,0.9375,1225.88,1012.92,5284.14,51,1,1,regular
C100947,296,35,34,1,0.959,3542.67,3117.9,131739.75,89,0,0,regular
C100948,1100,22,22,0,0.9865,8524.4,7181.92,204881.25,24,0,0,regular
C100949,838,7,7,0,0.9288,4107.51,3329.23,28666.53,67,0,0,regular
C100950,124,49,47,2,0.9656,4247.71,3578.01,219940.08,13,2,2,regular
C100951,206,42,39,3,0.9376,5317.34,5245.01,206194.5,23,0,0,regular
C100952,1110,45,42,3,0.9413,2466.34,2347.26,93297.11,82,0,0,regular
C100953,61,1,1,0,0.8616,2160.11,2158.86,2171.52,40,1,1,new
C100954,1618,60,56,4,0.9379,14270.41,12518.96,754207.19,117,0,0,high_value
C100955,574,39,34,5,0.8786,5408.74,4530.89,181269.0,119,0,0,regular
C100956,659,40,34,6,0.8387,8092.81,6363.51,314007.84,15,0,0,regular
C100957,713,40,32,8,0.8109,9607.62,8635.69,294119.0,79,0,0,regular
C100958,811,16,14,2,0.8846,6696.81,5287.36,85764.28,93,2,2,regular
C100959,1198,22,20,2,0.8942,2933.09,2290.82,52124.89,33,0,0,regular
C100960,925,46,42,4,0.9163,3660.49,3386.43,171448.02,100,0,0,regular
C100961,89,7,7,0,0.9433,14338.82,11751.5,85765.81,88,0,0,regular
C100962,76,3,2,1,0.5081,3258.26,2979.18,7313.08,38,0,0,new
C100963,30,3,2,1,0.8068,3139.81,2881.23,5454.05,10,0,0,new
C100964,939,56,54,2,0.9703,18268.34,17422.91,1061264.42,53,0,0,high_value
C100965,459,31,30,1,0.9626,4259.71,3714.26,119880.37,44,1,1,regular
C100966,823,51,47,4,0.9223,14397.62,13666.76,625917.95,63,1,1,high_value
C100967,57,4,3,1,0.835,3230.48,2803.52,8760.88,27,0,0,new
C100968,94,39,35,4,0.8988,3295.15,2647.55,102684.69,37,0,0,regular
C100969,1067,10,9,1,0.866,3787.27,3235.84,29649.91,107,0,0,regular
C100970,356,16,14,2,0.8782,9199.72,7192.49,115467.36,101,0,0,regular
C100971,27,4,3,1,0.7975,1926.77,1716.73,5933.73,88,0,0,new
C100972,48,1,1,0,0.8018,2646.2,2534.2,2701.52,42,3,3,new
C100973,802,95,88,7,0.9244,15713.15,15215.66,1291940.97,59,1,1,high_value
C100974,994,14,13,1,0.9344,2212.8,1849.25,30318.79,35,1,1,regular
C100975,223,35,35,0,0.995,5298.83,4267.44,200460.75,48,2,2,regular
C100976,773,9,9,0,0.9827,8541.03,7042.11,87942.5,62,0,0,regular
C100977,529,40,40,0,0.995,3847.89,3909.8,151134.4,103,2,2,regular
C100978,776,34,32,2,0.9435,8089.24,6915.53,249116.54,95,0,0,regular
C100979,58,2,1,1,0.6701,3501.53,3091.95,3998.58,23,0,0,new
C100980,1209,34,34,0,0.9927,31776.88,25362.73,1223726.27,113,0,0,high_value
C100981,416,18,17,1,0.9596,4639.65,4497.86,88976.61,8,0,0,regular
C100982,1104,45,39,6,0.8706,7660.13,6799.42,308494.76,5,0,0,regular
C100983,816,27,22,5,0.8218,1868.75,1496.82,42564.52,102,0,0,regular
C100984,18,2,1,1,0.6951,6591.82,5889.83,7438.17,34,0,0,new
C100985,951,27,26,1,0.9624,16106.49,15320.27,416233.41,102,1,1,high_value
C100986,1015,39,37,2,0.9363,5375.53,4803.19,181798.13,8,0,0,regular
C100987,53,1,1,0,0.8882,1715.91,1737.31,1965.71,29,0,0,new
C100988,584,48,47,1,0.9776,4095.21,4050.98,212226.84,99,1,1,regular
C100989,1040,21,21,0,0.9858,3240.1,2927.6,58979.99,23,1,1,regular
C100990,464,13,12,1,0.9418,1683.09,1692.72,17848.98,62,0,0,regular
C100991,345,31,31,0,0.9848,3820.18,3723.66,132001.32,86,1,1,regular
C100992,1103,26,24,2,0.9104,6136.18,5328.57,138480.23,41,0,0,regular
C100993,1159,26,26,0,0.995,7104.17,6856.51,195590.76,17,0,0,regular
C100994,684,59,56,3,0.9556,26746.71,24109.6,1326085.8,99,0,0,high_value
C100995,409,21,18,3,0.856,9109.09,8283.68,147757.42,74,1,1,regular
C100996,319,22,20,2,0.9142,2507.85,2269.47,53879.1,109,1,1,regular
C100997,89,2,2,0,0.8549,1291.08,1256.07,2953.45,84,0,0,new
C100998,1156,73,71,2,0.9692,23105.54,23116.12,1641575.65,89,1,1,high_value
C100999,350,42,34,8,0.8106,5780.14,4951.75,169576.17,74,1,1,regular
C101000,59,1,1,0,0.8549,1906.29,1780.59,1754.35,80,0,0,new
C101001,255,15,12,3,0.8269,6758.89,6291.3,74116.11,51,1,1,regular
C101002,60,2,2,0,0.8888,4318.48,4288.25,9764.79,111,1,1,new
C101003,56,2,2,0,0.9696,1426.86,1266.1,2784.5,97,1,0,new
C101004,757,31,27,4,0.8646,3183.78,2628.65,97506.97,29,0,0,regular
C101005,188,36,31,5,0.8583,5934.12,4917.85,203802.24,111,1,1,regular
C101006,922,52,49,3,0.9399,19133.91,15159.91,923724.75,28,0,0,high_value
C101007,773,40,34,6,0.8589,6671.75,5365.25,194505.22,84,0,0,regular
C101008,448,19,17,2,0.8996,7936.67,6764.36,154066.98,110,1,1,regular
C101009,1057,42,37,5,0.872,1729.67,1391.72,54591.53,50,1,1,regular
C101010,663,13,12,1,0.9332,5675.76,5613.68,75385.83,22,3,2,regular
C101011,473,14,14,0,0.9936,3831.54,3321.5,52245.24,119,1,1,regular
C101012,95,21,20,1,0.941,2992.18,2598.51,56276.5,95,0,0,regular
C101013,229,63,57,6,0.9096,26515.02,25502.19,1469778.99,53,0,0,high_value
C101014,603,14,14,0,0.9765,4803.08,4093.77,64356.59,118,0,0,regular
C101015,16,4,4,0,0.9222,3355.85,3193.57,14184.99,13,0,0,new
C101016,1053,17,16,1,0.9363,5038.74,4924.77,82378.69,63,0,0,regular
C101017,956,22,21,1,0.9697,4055.14,3513.55,78947.49,21,2,2,regular
